Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2.0,0.2612137203166227,0.34745762711864403,0.0014388489208633096,0.22361111111111112,0.7673758865248228,2.0,0.05405405405405406,17.0,8.0,0.0,0.07894736842105263,0.7684210526315789,0.5454545454545455,0.8767857142857167,0.8669064748201443,0.525,0.37777777777777777,0.2488986784140969,0.3755274261603375,0.0,0
3.0,0.5118733509234829,0.7351694915254238,0.0,0.11458333333333333,0.75177304964539,4.0,0.3153153153153153,1.0,4.0,0.18840579710144928,0.25,0.3157894736842105,0.20202020202020202,0.5857142857142854,0.5341726618705032,0.125,0.2222222222222222,0.6255506607929515,0.7637130801687764,0.0,0
45.0,0.6279683377308708,0.5402542372881356,0.002877697841726619,0.045138888888888895,0.04964539007092199,6.0,0.15315315315315314,4.0,6.0,0.028985507246376812,0.14473684210526316,0.831578947368421,0.7171717171717172,0.5017857142857167,0.516187050359715,0.875,0.7777777777777777,0.5594713656387664,0.5569620253164557,0.0,1
45.0,0.3535620052770449,0.35169491525423724,0.0,0.04861111111111111,0.3617021276595745,14.0,0.38738738738738737,3.0,14.0,0.2753623188405797,0.3684210526315789,0.736842105263158,0.6262626262626264,0.5642857142857167,0.5935251798561154,0.375,0.7777777777777777,0.31277533039647576,0.36708860759493667,0.0,0
44.0,0.6147757255936677,0.6440677966101694,0.0014388489208633096,0.03333333333333333,0.3872340425531915,16.0,0.19819819819819817,6.0,16.0,0.21739130434782608,0.22368421052631576,0.6000000000000001,0.5151515151515152,0.4642857142857153,0.45503597122302253,0.55,0.5777777777777777,0.6453744493392071,0.6561181434599156,0.0,0
0.0,0.6569920844327177,0.777542372881356,0.0,0.1388888888888889,0.921985815602837,10.0,0.2702702702702703,17.0,16.0,0.0,0.19736842105263158,0.39999999999999997,0.2828282828282828,0.5428571428571445,0.557553956834532,0.925,0.6444444444444444,0.7400881057268721,0.7890295358649788,0.0,0
21.0,0.741424802110818,0.7796610169491525,0.0,0.12083333333333335,0.5929078014184398,8.0,0.23423423423423423,4.0,10.0,0.21739130434782608,0.22368421052631576,0.5052631578947369,0.24242424242424243,0.5303571428571416,0.4964028776978431,0.475,0.1111111111111111,0.6497797356828193,0.7763713080168775,0.0,0
14.0,0.5171503957783642,0.47669491525423724,0.0,0.04861111111111112,0.3092198581560284,7.0,0.21621621621621623,17.0,7.0,0.0,0.2631578947368421,0.9894736842105263,0.494949494949495,0.6517857142857153,0.615107913669064,0.75,0.6,0.4845814977973568,0.4936708860759493,0.0,0
41.0,0.4854881266490765,0.3728813559322034,0.0,0.09236111111111112,0.5588652482269505,8.0,0.1891891891891892,9.0,2.0,0.21739130434782608,0.19736842105263158,0.7473684210526315,0.595959595959596,0.7839285714285715,0.7877697841726636,1.0,0.8888888888888888,0.3810572687224669,0.3924050632911392,0.0,0
17.0,0.2691292875989446,0.39406779661016955,0.0,0.11944444444444444,0.3276595744680851,7.0,0.2702702702702703,6.0,7.0,0.08695652173913043,0.2894736842105263,0.8842105263157896,0.5454545454545455,0.5303571428571416,0.5611510791366925,0.875,0.8444444444444443,0.33920704845814975,0.4092827004219409,0.0,0
36.0,0.2823218997361478,0.3411016949152542,0.0,0.07638888888888888,0.26382978723404255,11.0,0.3063063063063063,8.0,12.0,0.2463768115942029,0.2894736842105263,0.8421052631578947,0.6767676767676769,0.6150000000000005,0.624820143884893,0.75,0.6222222222222221,0.35903083700440525,0.3523206751054852,0.0,1
43.0,0.8812664907651716,0.7139830508474577,0.002877697841726619,0.2604166666666667,0.09929078014184398,14.0,0.4234234234234234,6.0,12.0,0.15942028985507248,0.43421052631578944,0.35789473684210527,0.5151515151515152,0.4803571428571445,0.5539568345323751,0.875,0.7777777777777777,0.76431718061674,0.5675105485232067,0.0,1
21.0,0.187335092348285,0.385593220338983,0.010071942446043165,0.006944444444444445,0.6595744680851064,16.0,0.13513513513513514,4.0,16.0,0.13043478260869565,0.19736842105263158,0.9684210526315791,0.5656565656565657,0.6357142857142861,0.6097122302158269,0.75,0.1111111111111111,0.21365638766519823,0.41561181434599154,1.0,0
24.0,0.316622691292876,0.4576271186440678,0.0,0.09375,0.3886524822695036,17.0,0.30630630630630634,17.0,17.0,0.0,0.0,0.736842105263158,0.6161616161616162,0.6035714285714299,0.6122302158273385,0.0,0.3333333333333333,0.3986784140969163,0.4641350210970464,0.0,0
26.0,0.474934036939314,0.3728813559322034,0.12949640287769784,0.09583333333333334,0.521985815602837,8.0,0.48648648648648646,12.0,11.0,0.2463768115942029,0.4605263157894737,0.8105263157894738,0.686868686868687,0.6750000000000007,0.6798561151079134,0.55,0.5777777777777777,0.4008810572687224,0.40506329113924044,1.0,0
32.0,0.41688654353562005,0.5847457627118644,0.0,0.08680555555555555,0.8368794326241136,0.0,0.3063063063063063,0.0,0.0,0.4057971014492754,0.14473684210526316,0.4421052631578947,0.20202020202020202,0.7446428571428569,0.6942446043165482,0.0,0.0,0.47797356828193827,0.6118143459915611,0.0,0
5.0,0.6253298153034301,0.6101694915254238,0.0,0.10069444444444445,0.4624113475177305,9.0,0.45045045045045046,9.0,9.0,0.5072463768115942,0.43421052631578944,0.7894736842105263,0.5050505050505052,0.4875000000000007,0.4928057553956826,0.75,0.3333333333333333,0.5242290748898678,0.5991561181434598,0.0,0
11.0,0.6279683377308708,0.5720338983050848,0.0,0.11458333333333333,0.21276595744680854,11.0,0.25225225225225223,7.0,11.0,0.21739130434782608,0.3157894736842105,0.7263157894736842,0.8080808080808082,0.5625,0.5989208633093526,0.875,0.7777777777777777,0.5837004405286343,0.5443037974683544,0.0,1
6.0,0.5699208443271768,0.8220338983050847,0.0,0.06666666666666667,0.3460992907801419,16.0,0.4234234234234234,2.0,15.0,0.15942028985507248,0.2631578947368421,0.4105263157894737,0.11111111111111112,0.5660714285714263,0.5377697841726601,0.65,0.6888888888888889,0.605726872246696,0.8185654008438817,0.0,0
8.0,0.7519788918205805,0.652542372881356,0.007194244604316547,0.08888888888888889,0.6170212765957447,9.0,0.2702702702702703,10.0,9.0,0.2753623188405797,0.2894736842105263,0.7052631578947368,0.6060606060606062,0.5642857142857167,0.5557553956834518,0.475,0.5333333333333333,0.6894273127753304,0.6772151898734177,0.0,0
46.0,0.3087071240105541,0.3834745762711864,0.0,0.0625,0.6950354609929079,15.0,0.3063063063063063,15.0,8.0,0.43478260869565216,0.2631578947368421,0.5263157894736843,0.36363636363636365,0.8678571428571438,0.8633093525179873,0.125,0.1111111111111111,0.3149779735682819,0.4071729957805907,0.0,0
24.0,0.2559366754617415,0.39830508474576276,0.0,0.09375,0.3886524822695036,17.0,0.30630630630630634,17.0,17.0,0.0,0.0,0.6842105263157894,0.6646464646464647,0.5925000000000011,0.600359712230216,0.625,0.711111111111111,0.25770925110132153,0.4759493670886076,0.0,0
35.0,0.2058047493403694,0.3453389830508474,0.0014388489208633096,0.06875,0.5659574468085107,0.0,0.05405405405405406,6.0,2.0,0.057971014492753624,0.09210526315789473,0.9157894736842105,0.7373737373737375,0.866071428571427,0.8309352517985609,0.625,0.6666666666666666,0.24449339207048454,0.3312236286919831,0.0,0
16.0,0.6728232189973615,0.7182203389830508,0.0,0.1388888888888889,0.548936170212766,0.0,0.3333333333333333,2.0,0.0,0.18840579710144928,0.2631578947368421,0.631578947368421,0.3656565656565657,0.6017857142857146,0.5539568345323751,0.125,0.1111111111111111,0.6453744493392071,0.7383966244725738,0.0,0
5.0,0.48021108179419525,0.5254237288135594,0.0,0.10069444444444445,0.4624113475177305,9.0,0.3333333333333333,9.0,9.0,0.4492753623188406,0.3157894736842105,0.6631578947368422,0.33333333333333337,0.5392857142857146,0.5485611510791379,0.5,0.3333333333333333,0.4118942731277533,0.5316455696202531,0.0,0
5.0,0.3192612137203167,0.2966101694915254,0.005755395683453238,0.05,0.5914893617021277,3.0,0.25225225225225223,3.0,3.0,0.37681159420289856,0.25,0.9789473684210526,0.9797979797979799,0.5642857142857167,0.5611510791366925,0.825,0.8888888888888888,0.3149779735682819,0.3143459915611814,0.0,1
29.0,0.3350923482849605,0.4088983050847458,0.024172661870503598,0.0482638888888889,0.4822695035460993,16.0,0.17117117117117114,12.0,7.0,0.028985507246376812,0.09210526315789473,0.8,0.5151515151515152,0.6928571428571431,0.6690647482014391,0.625,0.6666666666666666,0.3898678414096916,0.4430379746835443,0.6,1
7.0,0.7308707124010555,0.6949152542372882,0.1366906474820144,0.0763888888888889,0.8297872340425532,0.0,0.13513513513513514,9.0,0.0,0.08695652173913043,0.19736842105263158,0.6736842105263159,0.595959595959596,0.5196428571428591,0.5143884892086348,0.375,0.2222222222222222,0.7092511013215859,0.6983122362869199,1.0,0
8.0,0.7255936675461743,0.6567796610169492,0.0,0.08680555555555555,0.7446808510638299,8.0,0.15315315315315314,8.0,4.0,0.18840579710144928,0.22368421052631576,0.7157894736842105,0.6565656565656567,0.5160714285714292,0.4856115107913688,0.375,0.2222222222222222,0.6696035242290748,0.6729957805907172,0.0,0
36.0,0.474934036939314,0.4661016949152542,0.0014388489208633096,0.09305555555555556,0.521985815602837,11.0,0.3063063063063063,12.0,11.0,0.2898550724637681,0.2894736842105263,0.7052631578947368,0.6666666666666667,0.669285714285715,0.7021582733812963,0.575,0.4888888888888888,0.46916299559471364,0.46202531645569617,0.0,0
39.0,0.4353562005277045,0.5423728813559322,0.0,0.09375000000000001,0.75177304964539,1.0,0.17117117117117114,10.0,4.0,0.10144927536231885,0.22368421052631576,0.6105263157894736,0.47474747474747475,0.5892857142857153,0.544964028776981,0.125,0.1111111111111111,0.5242290748898678,0.5485232067510548,0.0,0
43.0,0.295514511873351,0.3305084745762712,0.0,0.05555555555555556,0.29787234042553196,16.0,0.21621621621621623,16.0,12.0,0.15942028985507248,0.2631578947368421,0.736842105263158,0.6060606060606062,0.6750000000000007,0.6528776978417277,0.875,0.6666666666666666,0.33920704845814975,0.3396624472573839,0.0,0
15.0,0.36939313984168864,0.5211864406779662,0.0,0.09722222222222222,0.8014184397163122,3.0,0.2702702702702703,6.0,9.0,0.34782608695652173,0.2894736842105263,0.6842105263157894,0.4545454545454546,0.7892857142857146,0.7715827338129486,0.0,0.1111111111111111,0.3480176211453744,0.4936708860759493,0.0,0
45.0,0.6807387862796834,0.7966101694915254,0.0,0.14930555555555555,0.4042553191489362,2.0,0.13513513513513514,17.0,8.0,0.0,0.07894736842105263,0.8631578947368421,0.29292929292929293,0.625,0.5917266187050352,0.875,0.6666666666666666,0.5704845814977972,0.8248945147679325,0.0,0
47.0,0.3588390501319262,0.4576271186440678,0.0014388489208633096,0.09236111111111112,0.6141843971631207,10.0,0.15315315315315314,17.0,10.0,0.0,0.25,0.9789473684210526,0.5151515151515152,0.49821428571428683,0.4784172661870514,0.825,0.7777777777777778,0.33259911894273125,0.48312236286919824,0.0,0
10.0,0.6253298153034301,0.7309322033898304,0.0,0.12152777777777779,0.64822695035461,16.0,0.2702702702702703,15.0,12.0,0.18840579710144928,0.25,0.6778947368421052,0.44646464646464645,0.45714285714285907,0.46582733812949684,0.75,0.3111111111111111,0.6828193832599119,0.7426160337552742,0.0,0
7.0,0.6226912928759895,0.5,0.0,0.06944444444444445,0.2198581560283688,6.0,0.17117117117117114,3.0,6.0,0.057971014492753624,0.11842105263157894,0.6736842105263159,0.6565656565656567,0.5107142857142861,0.42805755395683676,1.0,0.2222222222222222,0.5220264317180616,0.5253164556962024,0.0,1
26.0,0.6464379947229552,0.7796610169491525,0.0,0.06388888888888888,0.4964539007092199,8.0,0.6666666666666667,17.0,15.0,0.0,0.2894736842105263,0.7473684210526315,0.07070707070707072,0.32678571428571246,0.25,0.85,0.5555555555555556,0.6123348017621145,0.8016877637130801,0.0,1
0.0,0.445910290237467,0.44491525423728817,0.0,0.08194444444444446,0.5900709219858158,12.0,0.17117117117117114,16.0,14.0,0.15942028985507248,0.14473684210526316,0.5157894736842106,0.42424242424242425,0.6303571428571431,0.6600719424460451,0.775,0.6888888888888889,0.4361233480176211,0.4641350210970464,0.0,0
31.0,0.4142480211081795,0.4470338983050848,0.002877697841726619,0.0625,0.6595744680851064,12.0,0.38738738738738737,16.0,12.0,0.2463768115942029,0.3421052631578947,0.6210526315789473,0.7676767676767677,0.6589285714285715,0.6996402877697854,0.625,0.5555555555555556,0.48237885462555063,0.37763713080168776,0.0,0
10.0,0.5224274406332454,0.5889830508474576,0.0,0.059027777777777776,0.6326241134751773,10.0,0.17117117117117114,10.0,9.0,0.18840579710144928,0.17105263157894735,0.6947368421052631,0.37373737373737376,0.6464285714285722,0.6258992805755419,0.125,0.2222222222222222,0.5374449339207048,0.6244725738396625,0.0,0
4.0,0.6253298153034301,0.6122881355932203,0.07050359712230217,0.09930555555555556,0.7276595744680852,12.0,0.21621621621621623,16.0,8.0,0.34782608695652173,0.19736842105263158,0.8842105263157896,0.6060606060606062,0.4732142857142847,0.46582733812949684,0.15,0.2444444444444444,0.539647577092511,0.5991561181434598,1.0,0
37.0,0.4670184696569921,0.43220338983050843,0.0,0.12152777777777779,0.4893617021276596,1.0,0.15315315315315314,14.0,1.0,0.18840579710144928,0.19736842105263158,0.7894736842105263,0.6262626262626264,0.7857142857142847,0.7446043165467628,0.5,0.7777777777777777,0.39207048458149774,0.46202531645569617,0.0,0
49.0,0.3641160949868074,0.4088983050847458,0.0,0.06944444444444445,0.6170212765957447,12.0,0.19819819819819817,8.0,17.0,0.31884057971014496,0.0,0.7789473684210526,0.5050505050505052,0.7624999999999993,0.7715827338129486,1.0,0.6666666666666666,0.3832599118942731,0.43881856540084385,0.0,0
11.0,0.554089709762533,0.3877118644067796,0.19280575539568348,0.04236111111111111,0.23687943262411348,11.0,0.3063063063063063,12.0,12.0,0.2898550724637681,0.22368421052631576,0.9263157894736842,0.9292929292929294,0.6946428571428562,0.6888489208633111,1.0,0.8888888888888888,0.4361233480176211,0.390295358649789,1.0,1
24.0,0.6306068601583114,0.5084745762711864,0.3697841726618705,0.04236111111111111,0.5375886524822695,17.0,0.23423423423423423,17.0,9.0,0.0,0.25,0.4842105263157895,0.5151515151515152,0.5603571428571428,0.5996402877697846,1.0,0.7777777777777777,0.5308370044052863,0.5485232067510548,1.0,1
48.0,0.4617414248021109,0.4110169491525423,0.012949640287769786,0.09861111111111112,0.34751773049645396,16.0,0.35135135135135137,12.0,2.0,0.2463768115942029,0.2631578947368421,0.3263157894736842,0.4545454545454546,0.6196428571428569,0.6330935251798557,0.6,0.6,0.4515418502202643,0.4071729957805907,1.0,0
30.0,0.36939313984168864,0.5190677966101694,0.0,0.10208333333333333,0.625531914893617,7.0,0.07207207207207206,17.0,15.0,0.0,0.07894736842105263,0.6568421052631578,0.4828282828282829,0.501428571428572,0.5215827338129501,0.475,0.3555555555555555,0.40748898678414097,0.5485232067510548,0.0,0
9.0,0.4274406332453826,0.5550847457627118,0.0,0.07916666666666668,0.5687943262411348,1.0,0.36936936936936937,2.0,2.0,0.2463768115942029,0.14473684210526316,0.5052631578947369,0.3434343434343435,0.6714285714285744,0.6456834532374103,0.45,0.2222222222222222,0.4493392070484581,0.5590717299578059,0.0,0
13.0,0.5620052770448549,0.608050847457627,0.0,0.10069444444444445,0.7304964539007093,0.0,0.3153153153153153,9.0,1.0,0.2753623188405797,0.22368421052631576,0.3684210526315789,0.21212121212121213,0.5446428571428577,0.5071942446043174,0.625,0.6666666666666666,0.5616740088105726,0.6371308016877637,0.0,0
25.0,0.2770448548812665,0.31779661016949157,0.0,0.05069444444444445,0.48936170212765956,6.0,0.19819819819819817,3.0,6.0,0.10144927536231885,0.25,0.9052631578947368,0.6666666666666667,0.7892857142857146,0.7625899280575545,0.8,0.4444444444444445,0.24669603524229072,0.3417721518987341,0.0,0
7.0,0.712401055408971,0.6864406779661016,0.0,0.16666666666666666,0.5815602836879432,8.0,0.19819819819819817,9.0,0.0,0.028985507246376812,0.17105263157894735,0.4842105263157895,0.5656565656565657,0.49285714285714377,0.4964028776978431,0.25,0.6666666666666666,0.7136563876651981,0.6455696202531646,0.0,1
1.0,0.4274406332453826,0.39406779661016955,0.011510791366906477,0.010416666666666666,0.3687943262411348,17.0,0.28648648648648645,14.0,9.0,0.028985507246376812,0.09210526315789473,0.9368421052631579,0.8585858585858587,0.8017857142857139,0.8093525179856123,0.75,0.5555555555555556,0.3656387665198238,0.38396624472573837,1.0,0
3.0,0.32189973614775724,0.5889830508474576,0.0,0.17708333333333334,0.6780141843971632,2.0,0.3063063063063063,2.0,9.0,0.34782608695652173,0.2894736842105263,0.12631578947368421,0.08080808080808081,0.6517857142857153,0.5917266187050352,0.5,0.39999999999999997,0.5198237885462554,0.6054852320675105,0.0,0
43.0,0.6807387862796834,0.7245762711864407,0.05755395683453238,0.04861111111111111,0.26241134751773054,9.0,0.1891891891891892,9.0,2.0,0.2753623188405797,0.19736842105263158,0.6000000000000001,0.36363636363636365,0.5464285714285708,0.5737410071942435,0.875,0.7777777777777777,0.6013215859030837,0.7236286919831223,1.0,0
27.0,0.6348284960422165,0.40254237288135597,0.005755395683453238,0.12152777777777779,0.5602836879432624,8.0,0.23423423423423423,10.0,9.0,0.2753623188405797,0.22368421052631576,0.6736842105263159,0.6161616161616162,0.5982142857142883,0.6097122302158269,0.375,0.5555555555555556,0.45814977973568277,0.41561181434599154,0.0,0
49.0,0.3087071240105541,0.4258474576271186,0.0,0.04861111111111111,0.4042553191489362,2.0,0.15315315315315314,0.0,4.0,0.2463768115942029,0.14473684210526316,0.7684210526315789,0.38383838383838387,0.8214285714285694,0.8021582733812949,0.25,0.17777777777777776,0.3281938325991189,0.46202531645569617,0.0,0
40.0,0.5461741424802111,0.5826271186440678,0.0,0.09236111111111112,0.6780141843971631,14.0,0.19819819819819817,6.0,14.0,0.10144927536231885,0.17105263157894735,0.6421052631578947,0.25252525252525254,0.49285714285714377,0.5,0.125,0.24444444444444446,0.5154185022026431,0.5886075949367088,0.0,0
44.0,0.4907651715039578,0.625,0.0,0.05138888888888889,0.3829787234042553,0.0,0.3063063063063063,4.0,2.0,0.31884057971014496,0.40789473684210525,0.4842105263157895,0.4646464646464647,0.7750000000000021,0.7248201438848945,0.55,0.6888888888888889,0.5528634361233479,0.5949367088607594,0.0,0
14.0,0.5065963060686016,0.461864406779661,0.0,0.04027777777777778,0.46950354609929085,7.0,0.5225225225225225,15.0,7.0,0.5942028985507246,0.39473684210526316,0.43157894736842106,0.41414141414141414,0.44464285714285623,0.43705035971223083,0.75,0.5777777777777777,0.47797356828193827,0.47890295358649787,0.0,0
18.0,0.4353562005277045,0.3834745762711864,0.008633093525179856,0.0034722222222222225,0.2269503546099291,8.0,0.36936936936936937,12.0,11.0,0.5072463768115942,0.40789473684210525,0.7157894736842105,0.5353535353535355,0.45714285714285907,0.5323741007194265,0.875,0.5555555555555556,0.40528634361233473,0.38185654008438813,1.0,1
32.0,0.6781002638522428,0.8749999999999999,0.0,0.1840277777777778,0.9290780141843972,0.0,0.5675675675675675,1.0,2.0,0.5072463768115942,0.2631578947368421,0.42105263157894735,0.15151515151515152,0.5678571428571431,0.5233812949640289,0.0,0.0,0.6145374449339206,0.8586497890295359,0.0,0
28.0,0.1899736147757256,0.40042372881355925,0.0,0.01388888888888889,0.7659574468085107,2.0,0.2882882882882883,5.0,4.0,0.057971014492753624,0.11842105263157894,0.7157894736842105,0.42424242424242425,0.5982142857142883,0.586330935251798,0.25,0.6666666666666666,0.3480176211453744,0.4177215189873418,0.0,0
13.0,0.7319261213720317,0.6779661016949152,0.2748201438848921,0.075,0.0851063829787234,17.0,0.29729729729729726,16.0,14.0,0.2463768115942029,0.11842105263157894,0.7684210526315789,0.8888888888888891,0.3857142857142861,0.3866906474820162,0.875,0.8888888888888888,0.7577092511013215,0.6181434599156118,1.0,1
39.0,0.4775725593667547,0.5656779661016949,0.0,0.09375000000000001,0.7304964539007093,1.0,0.23423423423423423,17.0,4.0,0.0,0.3421052631578947,0.6526315789473685,0.585858585858586,0.6374999999999993,0.6133093525179873,0.125,0.1111111111111111,0.5506607929515418,0.5654008438818565,0.0,0
30.0,0.6701846965699209,0.5317796610169492,0.0,0.08333333333333334,0.6326241134751773,9.0,0.21621621621621623,8.0,10.0,0.15942028985507248,0.2631578947368421,0.7052631578947368,0.6161616161616162,0.6764285714285727,0.6776978417266193,0.525,0.4,0.5859030837004404,0.5569620253164557,0.0,1
43.0,0.6015831134564644,0.6186440677966102,0.0,0.11111111111111112,0.7872340425531915,1.0,0.23423423423423423,1.0,2.0,0.2463768115942029,0.17105263157894735,0.5368421052631578,0.30303030303030304,0.4964285714285701,0.4856115107913688,0.625,0.4444444444444444,0.5484581497797356,0.6497890295358649,0.0,0
43.0,0.2295514511873351,0.326271186440678,0.0014388489208633096,0.04861111111111111,0.25531914893617025,7.0,0.07207207207207206,4.0,12.0,0.10144927536231885,0.07894736842105263,0.9894736842105263,0.595959595959596,0.6125000000000007,0.634892086330936,1.0,0.2222222222222222,0.25110132158590304,0.35443037974683544,0.0,0
26.0,0.4907651715039578,0.413135593220339,0.02014388489208633,0.10138888888888889,0.6241134751773051,8.0,0.21621621621621623,12.0,8.0,0.15942028985507248,0.2894736842105263,0.8526315789473684,0.7575757575757577,0.7678571428571423,0.7428057553956862,0.55,0.4222222222222222,0.44273127753303965,0.4261603375527426,1.0,0
19.0,0.24010554089709765,0.3432203389830508,0.0,0.017361111111111112,0.5177304964539007,12.0,0.2702702702702703,3.0,12.0,0.18840579710144928,0.3421052631578947,0.7684210526315789,0.8080808080808082,0.7910714285714313,0.7949640287769775,0.875,0.7777777777777777,0.2753303964757709,0.32489451476793246,0.0,1
6.0,0.3271767810026386,0.6567796610169492,0.0,0.06319444444444444,0.3929078014184398,15.0,0.4054054054054054,7.0,15.0,0.18840579710144928,0.3421052631578947,0.30526315789473685,0.11111111111111112,0.5660714285714263,0.5089928057553976,0.775,0.6222222222222221,0.5704845814977972,0.6835443037974683,0.0,0
40.0,0.5461741424802111,0.6822033898305084,0.0,0.10416666666666666,0.6113475177304966,8.0,0.19819819819819817,17.0,7.0,0.0,0.17105263157894735,0.5789473684210527,0.37373737373737376,0.5285714285714285,0.5017985611510802,0.3,0.24444444444444446,0.5638766519823788,0.7046413502109704,0.0,0
31.0,0.48021108179419525,0.5063559322033898,0.0,0.13194444444444445,0.8936170212765958,12.0,0.2702702702702703,9.0,16.0,0.18840579710144928,0.2631578947368421,0.4421052631578947,0.494949494949495,0.6214285714285701,0.6043165467625897,0.125,0.7777777777777777,0.47797356828193827,0.4683544303797468,0.0,0
10.0,0.4828496042216359,0.35805084745762716,0.05467625899280575,0.017361111111111112,0.5943262411347519,15.0,0.19819819819819817,15.0,15.0,0.21739130434782608,0.25,0.8526315789473684,0.787878787878788,0.5285714285714285,0.5431654676259008,0.875,0.7777777777777777,0.3854625550660793,0.37763713080168776,1.0,1
31.0,0.5356200527704486,0.5084745762711864,0.005755395683453238,0.059027777777777776,0.4822695035460993,15.0,0.3063063063063063,7.0,7.0,0.10144927536231885,0.25,0.7894736842105263,0.6464646464646465,0.5446428571428577,0.5521582733812949,0.875,0.6666666666666666,0.5088105726872245,0.5274261603375527,0.0,1
22.0,0.4670184696569921,0.4703389830508474,0.0,0.041666666666666664,0.4255319148936171,5.0,0.1891891891891892,5.0,5.0,0.15942028985507248,0.22368421052631576,0.5578947368421052,0.3434343434343435,0.6928571428571431,0.6510791366906474,0.875,0.1111111111111111,0.39207048458149774,0.5063291139240507,0.0,0
2.0,0.36939313984168864,0.4152542372881356,0.023021582733812954,0.22361111111111112,0.7758865248226952,2.0,0.2882882882882883,16.0,8.0,0.15942028985507248,0.22368421052631576,0.8631578947368421,0.6060606060606062,0.5160714285714292,0.5899280575539585,0.875,0.8888888888888888,0.32599118942731276,0.36708860759493667,1.0,0
